A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.0-1.5),[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.0-1.5),[0.0-99.5),[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[7.5-9.0],[0.0-1.1875),[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[7.5-9.0],[1.1875-28.5],[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.0-0.5),[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[0.0-99.5),[493.0-100001.0],B
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],A
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.0-1.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.0-1.5),[0.0-99.5),[1.0-493.0),A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[7.5-9.0],[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[4.2075-28.0],[1.0-1.5),[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.0-1.5),[0.0-99.5),[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.0-0.5),[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.0-1.5),[0.0-1.1875),[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.0-1.5),[0.0-1.1875),[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[493.0-100001.0],A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.5-1.0],[38.96-80.25],[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.0-1.5),[1.1875-28.5],[0.0-0.5),[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[0.0-99.5),[493.0-100001.0],B
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.5-3.0],[8.5-14.0],[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.0-0.5),[38.96-80.25],[4.2075-28.0],[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.0-0.5),[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.0-0.5),[38.96-80.25],[4.2075-28.0],[1.5-3.0],[1.0-8.5),[7.5-9.0],[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.0-1.5),[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.0-1.5),[0.0-99.5),[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[7.5-9.0],[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.0-0.5),[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.5-1.0],[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.0-0.5),[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[7.5-9.0],[0.0-1.1875),[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[0.0-99.5),[493.0-100001.0],B
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.0-1.5),[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.0-0.5),[38.96-80.25],[4.2075-28.0],[1.5-3.0],[1.0-8.5),[7.5-9.0],[1.1875-28.5],[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.0-1.5),[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[8.5-14.0],[7.5-9.0],[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[4.2075-28.0],[1.5-3.0],[1.0-8.5),[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[0.0-99.5),[493.0-100001.0],B
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.0-1.5),[8.5-14.0],[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[7.5-9.0],[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[38.96-80.25],[4.2075-28.0],[1.5-3.0],[8.5-14.0],[7.5-9.0],[0.0-1.1875),[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.0-0.5),[13.75-38.96),[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[8.5-14.0],[7.5-9.0],[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[0.0-99.5),[493.0-100001.0],A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[0.0-99.5),[493.0-100001.0],B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.0-1.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[493.0-100001.0],A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.5-1.0],[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.5-1.0],[38.96-80.25],[4.2075-28.0],[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.0-1.5),[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.0-1.5),[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[1.0-8.5),[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.0-0.5),[13.75-38.96),[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.0-0.5),[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[7.5-9.0],[1.1875-28.5],[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[493.0-100001.0],B
[0.0-0.5),[38.96-80.25],[0.0-4.2075),[1.5-3.0],[8.5-14.0],[7.5-9.0],[0.0-1.1875),[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.0-0.5),[38.96-80.25],[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.0-1.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.0-1.5),[1.0-8.5),[7.5-9.0],[1.1875-28.5],[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.0-1.5),[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.5-1.0],[38.96-80.25],[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.0-1.5),[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[7.5-9.0],[0.0-1.1875),[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],B
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[493.0-100001.0],B
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.0-0.5),[0.5-1.0],[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[493.0-100001.0],A
[0.0-0.5),[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[0.0-99.5),[493.0-100001.0],B
[0.0-0.5),[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[0.0-99.5),[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[493.0-100001.0],A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.0-1.5),[0.0-1.1875),[0.5-1.0],[0.5-1.0],[2.5-67.0],[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[8.5-14.0],[7.5-9.0],[0.0-1.1875),[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.5-1.0],[1.5-3.0],[99.5-2000.0],[1.0-493.0),B
[0.5-1.0],[38.96-80.25],[0.0-4.2075),[1.5-3.0],[1.0-8.5),[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.0-0.5),[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.5-1.0],[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.0-1.5),[99.5-2000.0],[1.0-493.0),B
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.5-3.0],[8.5-14.0],[1.5-7.5),[0.0-1.1875),[0.0-0.5),[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[4.2075-28.0],[1.5-3.0],[1.0-8.5),[1.0-1.5),[0.0-1.1875),[0.0-0.5),[0.0-0.5),[0.0-2.5),[0.0-0.5),[1.5-3.0],[0.0-99.5),[1.0-493.0),A
[0.5-1.0],[13.75-38.96),[0.0-4.2075),[1.0-1.5),[1.0-8.5),[1.5-7.5),[1.1875-28.5],[0.5-1.0],[0.5-1.0],[0.0-2.5),[0.0-0.5),[1.5-3.0],[99.5-2000.0],[1.0-493.0),A
